1, class java.lang.Exception
2, class java.lang.Exception
3, class java.lang.Exception
4, class java.lang.Exception
5, class java.lang.Exception
6, class java.lang.Exception
7, class java.lang.Exception
8, class java.lang.Exception
9, class java.lang.Exception
10, class java.lang.Exception
11, class java.lang.Exception
12, class java.lang.Exception
13, -0.9950547536867305
14, -0.9945360784739778
15, -0.9939631673505831
16, -0.9933303853851733
17, -0.992631520201128
18, -0.9918597245682077
19, -0.9910074536781176
20, -0.990066396699886
21, -0.9890274022010992
22, -0.9878803970168317
23, -0.9866142981514303
24, -0.985216917311436
25, -0.9836748576936802
26, -0.9819734026943043
27, -0.9800963962661914
28, -0.9780261147388136
29, -0.9757431300314515
30, -0.9732261643446705
31, -0.9704519366134539
32, -0.9673950012571181
33, -0.9640275800758169
34, -0.960319388531845
35, -0.9562374581277391
36, -0.9517459571646616
37, -0.9468060128462683
38, -0.9413755384972874
39, -0.935409070603099
40, -0.9288576214547276
41, -0.9216685544064713
42, -0.9137854901178277
43, -0.9051482536448664
44, -0.8956928738431645
45, -0.8853516482022625
46, -0.874053287886007
47, -0.8617231593133063
48, -0.8482836399575129
49, -0.8336546070121552
50, -0.8177540779702877
51, -0.8004990217606297
52, -0.7818063576087741
53, -0.7615941559557649
54, -0.7397830512740043
55, -0.7162978701990244
56, -0.6910694698329306
57, -0.6640367702678489
58, -0.6351489523872873
59, -0.6043677771171636
60, -0.5716699660851171
61, -0.5370495669980353
62, -0.500520211190235
63, -0.46211715726000974
64, -0.42189900525000784
65, -0.3799489622552248
66, -0.33637554433633227
67, -0.2913126124515909
68, -0.24491866240370921
69, -0.1973753202249042
70, -0.14888503362331784
71, -0.0996679946249559
72, -0.0499583749578798
73, class java.lang.ArithmeticException
74, 0.0499583749578798
75, 0.0996679946249559
76, 0.14888503362331784
77, 0.1973753202249042
78, 0.24491866240370921
79, 0.2913126124515909
80, 0.33637554433633227
81, 0.3799489622552248
82, 0.42189900525000784
83, 0.46211715726000974
84, 0.500520211190235
85, 0.5370495669980353
86, 0.5716699660851171
87, 0.6043677771171636
88, 0.6351489523872873
89, 0.6640367702678489
90, 0.6910694698329306
91, 0.7162978701990244
92, 0.7397830512740043
93, 0.7615941559557649
94, 0.781806357608774
95, 0.8004990217606296
96, 0.8177540779702879
97, 0.8336546070121553
98, 0.8482836399575129
99, 0.8617231593133063
100, 0.8740532878860069
101, 0.8853516482022626
102, 0.8956928738431645
103, 0.9051482536448664
104, 0.9137854901178277
105, 0.9216685544064712
106, 0.9288576214547277
107, 0.935409070603099
108, 0.9413755384972874
109, 0.9468060128462683
110, 0.9517459571646616
111, 0.9562374581277391
112, 0.960319388531845
113, 0.9640275800758169
114, 0.9673950012571181
115, 0.9704519366134539
116, 0.9732261643446705
117, 0.9757431300314515
118, 0.9780261147388136
119, 0.9800963962661914
120, 0.9819734026943043
121, 0.9836748576936802
122, 0.985216917311436
123, 0.9866142981514303
124, 0.9878803970168317
125, 0.9890274022010992
126, 0.990066396699886
127, 0.9910074536781176
128, 0.9918597245682077
129, 0.992631520201128
130, 0.9933303853851733
131, 0.9939631673505832
132, 0.9945360784739778
